time,temperature_2m (°F),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-04-19T06:00,36.2,100,100,100,3,0,0,0,0
2022-04-19T07:00,36.1,100,100,100,0,0,0,0,0
2022-04-19T08:00,36,100,100,100,4,0,0,0,0
2022-04-19T09:00,36,100,100,100,6,0,0,0,0
2022-04-19T10:00,36,100,100,100,1,0,0,0,0
2022-04-19T11:00,35.7,100,84,100,0,3,0,3,0
2022-04-19T12:00,35.4,91,33,100,4,19,1,18,2.1
2022-04-19T13:00,35.8,100,50,100,5,85,0,85,1.8
2022-04-19T14:00,36.7,100,61,100,7,190,5,185,1.7
2022-04-19T15:00,38.9,89,37,92,2,346,46,300,32.3
2022-04-19T16:00,40.8,71,21,87,0,511,151,360,118.3
2022-04-19T17:00,41.8,86,40,83,0,680,393,287,333.6
2022-04-19T18:00,43,91,83,27,0,704,334,370,443
2022-04-19T19:00,43.6,50,29,40,0,603,279,324,368.2
2022-04-19T20:00,43.3,100,70,76,0,526,233,293,338.6
2022-04-19T21:00,40.8,65,9,95,0,377,132,245,278.5
2022-04-19T22:00,40.4,55,2,88,0,224,68,156,187.7
2022-04-19T23:00,39.3,68,18,86,0,139,49,90,181.7
2022-04-20T00:00,38.5,92,53,73,0,22,7,15,102
2022-04-20T01:00,37.9,100,84,97,0,0,0,0,0
2022-04-20T02:00,37.5,100,87,99,0,0,0,0,0
2022-04-20T03:00,37.5,100,88,94,0,0,0,0,0
2022-04-20T04:00,37.5,100,91,77,0,0,0,0,0
2022-04-20T05:00,37.4,92,77,37,0,0,0,0,0
2022-04-20T06:00,37.1,72,63,25,0,0,0,0,0
2022-04-20T07:00,37.1,57,61,3,0,0,0,0,0
2022-04-20T08:00,36.9,42,45,2,0,0,0,0,0
2022-04-20T09:00,36.7,26,29,0,0,0,0,0,0
2022-04-20T10:00,36.2,9,10,0,0,0,0,0,0
2022-04-20T11:00,36,9,10,0,0,17,8,9,0
2022-04-20T12:00,37.4,5,5,0,0,139,88,51,277
2022-04-20T13:00,38.6,33,37,0,0,312,210,102,481.9
2022-04-20T14:00,40,54,60,0,0,435,250,185,487.8
2022-04-20T15:00,41.9,51,57,0,0,583,380,203,480
2022-04-20T16:00,44.1,37,41,0,0,803,622,181,661.8
2022-04-20T17:00,46.3,52,56,2,0,888,728,160,826.9
2022-04-20T18:00,47.6,15,12,0,15,913,775,138,885.1
2022-04-20T19:00,49.1,24,9,0,53,869,758,111,925.9
2022-04-20T20:00,49.4,48,1,35,88,761,666,95,937.6
2022-04-20T21:00,48.4,26,0,0,85,595,500,95,893.3
2022-04-20T22:00,46.8,21,0,0,70,406,327,79,814.7
2022-04-20T23:00,46.8,30,0,0,99,201,137,64,669.3
2022-04-21T00:00,44.1,6,0,0,19,39,20,19,278.4
2022-04-21T01:00,41.4,23,0,0,76,0,0,0,0
2022-04-21T02:00,39.7,26,0,0,88,0,0,0,0
2022-04-21T03:00,38.7,20,0,0,68,0,0,0,0
2022-04-21T04:00,38.4,17,0,13,32,0,0,0,0
2022-04-21T05:00,38.2,60,0,95,10,0,0,0,0
2022-04-21T06:00,38.7,34,0,44,26,0,0,0,0
2022-04-21T07:00,41.4,23,0,17,41,0,0,0,0
2022-04-21T08:00,41.7,45,0,61,29,0,0,0,0
2022-04-21T09:00,42.4,86,0,94,98,0,0,0,0
2022-04-21T10:00,42.9,87,0,95,100,0,0,0,0
2022-04-21T11:00,43.7,80,0,86,94,18,4,14,0
2022-04-21T12:00,45.9,63,0,93,23,96,26,70,100.5
2022-04-21T13:00,48,76,0,76,100,123,16,107,83.3
2022-04-21T14:00,49.6,89,0,98,100,119,0,119,15.5
2022-04-21T15:00,49.8,90,4,99,90,179,24,155,8.6
2022-04-21T16:00,53.4,100,88,100,9,422,152,270,110.8
2022-04-21T17:00,53.1,100,97,100,14,408,193,215,220.7
2022-04-21T18:00,53.3,100,100,100,0,244,68,176,157.8
2022-04-21T19:00,51.8,100,100,100,0,130,25,105,50.5
2022-04-21T20:00,51.2,100,100,88,0,106,3,103,15.8
2022-04-21T21:00,52.1,100,100,83,0,94,1,93,1.6
2022-04-21T22:00,52.5,88,66,48,0,62,4,58,4.7
2022-04-21T23:00,52.9,74,53,44,0,46,6,40,16.1
2022-04-22T00:00,52.3,44,28,15,32,13,3,10,18.6
2022-04-22T01:00,52.2,11,9,4,3,0,0,0,0
2022-04-22T02:00,51.2,3,2,1,1,0,0,0,0
2022-04-22T03:00,50,12,2,10,13,0,0,0,0
2022-04-22T04:00,49.2,28,6,38,0,0,0,0,0
2022-04-22T05:00,48.7,30,11,33,0,0,0,0,0
2022-04-22T06:00,48.5,22,18,9,0,0,0,0,0
2022-04-22T07:00,48.2,14,11,1,13,0,0,0,0
2022-04-22T08:00,46.1,10,7,0,11,0,0,0,0
2022-04-22T09:00,43.9,5,5,0,1,0,0,0,0
2022-04-22T10:00,42.3,5,5,0,2,0,0,0,0
2022-04-22T11:00,41.3,1,1,0,0,24,13,11,0
2022-04-22T12:00,42.7,2,2,0,0,178,129,49,398.1
2022-04-22T13:00,44.4,2,2,0,0,374,295,79,663.8
2022-04-22T14:00,47.3,12,13,0,0,547,428,119,748.6
2022-04-22T15:00,49.2,33,37,0,0,671,468,203,702.1
2022-04-22T16:00,51.5,13,14,0,1,824,662,162,733.8
2022-04-22T17:00,53.5,10,11,0,0,918,816,102,894.9
2022-04-22T18:00,55,5,6,0,0,932,833,99,969.5
2022-04-22T19:00,56.3,6,6,0,2,866,758,108,952.6
2022-04-22T20:00,56.4,17,1,0,54,759,664,95,925.5
2022-04-22T21:00,55.8,14,0,0,46,602,514,88,896.3
2022-04-22T22:00,54.4,29,0,0,98,411,332,79,822.7
2022-04-22T23:00,52.1,30,0,0,99,210,147,63,685.4
2022-04-23T00:00,48.6,30,0,0,99,41,17,24,293.9
2022-04-23T01:00,46,30,0,0,100,0,0,0,0
2022-04-23T02:00,44.4,30,0,0,100,0,0,0,0
2022-04-23T03:00,43,30,0,0,100,0,0,0,0
2022-04-23T04:00,40.9,30,0,0,99,0,0,0,0
2022-04-23T05:00,40.1,29,0,0,97,0,0,0,0
2022-04-23T06:00,38.6,29,0,0,95,0,0,0,0
2022-04-23T07:00,37.8,60,0,56,87,0,0,0,0
2022-04-23T08:00,37.5,67,0,87,49,0,0,0,0
2022-04-23T09:00,37.6,45,0,75,1,0,0,0,0
2022-04-23T10:00,38.5,51,0,84,1,0,0,0,0
2022-04-23T11:00,40,47,0,78,0,10,2,8,0
2022-04-23T12:00,42.6,74,0,93,60,59,14,45,48.6
2022-04-23T13:00,45.5,55,0,42,100,130,19,111,54.3
2022-04-23T14:00,48.5,68,0,64,100,178,32,146,49.2
2022-04-23T15:00,50.8,68,0,65,98,223,59,164,64.7
2022-04-23T16:00,54.5,40,0,16,100,356,163,193,134.9
2022-04-23T17:00,58.8,49,0,31,100,540,340,200,306.4
2022-04-23T18:00,60.7,74,0,83,82,464,267,197,366.7
2022-04-23T19:00,63.5,80,3,99,58,354,162,192,259.6
2022-04-23T20:00,59.8,72,22,85,4,181,4,177,83.1
2022-04-23T21:00,62.6,92,48,81,0,350,230,120,184.2
2022-04-23T22:00,62.3,59,17,73,0,267,171,96,408.4
2022-04-23T23:00,60.1,65,14,86,1,139,79,60,351.2
2022-04-24T00:00,56.7,34,14,36,0,38,22,16,195.5
2022-04-24T01:00,54.2,29,15,25,0,0,0,0,0
2022-04-24T02:00,52.6,22,12,19,0,0,0,0,0
2022-04-24T03:00,51.3,14,5,15,0,0,0,0,0
2022-04-24T04:00,50.4,8,2,11,0,0,0,0,0
2022-04-24T05:00,49.6,0,0,0,0,0,0,0,0
2022-04-24T06:00,49.7,0,0,0,0,0,0,0,0
2022-04-24T07:00,49.8,3,0,0,11,0,0,0,0
2022-04-24T08:00,49.5,16,0,3,47,0,0,0,0
2022-04-24T09:00,49.1,2,0,3,1,0,0,0,0
2022-04-24T10:00,48.6,1,0,0,3,0,0,0,0
2022-04-24T11:00,49.3,5,0,1,14,27,13,14,0
2022-04-24T12:00,53.1,27,0,22,46,170,117,53,360.9
2022-04-24T13:00,57.7,39,0,38,53,306,193,113,495.8
2022-04-24T14:00,62.7,12,0,13,15,460,292,168,475.4
2022-04-24T15:00,67.6,11,0,0,37,662,508,154,604.6
2022-04-24T16:00,72.2,22,0,0,72,795,666,129,772.2
2022-04-24T17:00,75.9,5,0,0,15,881,786,95,872.2
2022-04-24T18:00,78.5,28,0,13,67,887,788,99,920.4
2022-04-24T19:00,80,43,0,26,91,787,668,119,867.4
2022-04-24T20:00,80.1,51,0,42,87,680,543,137,786
2022-04-24T21:00,78.1,54,0,46,89,464,316,148,639.1
2022-04-24T22:00,75.2,54,0,46,88,289,192,97,473.6
2022-04-24T23:00,72.5,37,0,23,78,171,118,53,450.8
2022-04-25T00:00,69,34,0,12,90,37,19,18,260.2
2022-04-25T01:00,66.9,31,0,2,98,0,0,0,0
2022-04-25T02:00,65,32,0,5,96,0,0,0,0
2022-04-25T03:00,63.5,30,0,3,94,0,0,0,0
2022-04-25T04:00,61.6,30,0,2,95,0,0,0,0
2022-04-25T05:00,60.1,29,0,1,96,0,0,0,0
2022-04-25T06:00,58.7,30,0,1,97,0,0,0,0
2022-04-25T07:00,57.3,29,0,1,96,0,0,0,0
2022-04-25T08:00,56.4,36,0,15,89,0,0,0,0
2022-04-25T09:00,55.3,34,0,10,93,0,0,0,0
2022-04-25T10:00,54.5,33,0,6,99,0,0,0,0
2022-04-25T11:00,54.1,31,0,4,95,25,8,17,0
2022-04-25T12:00,54.9,44,0,25,97,112,25,87,105.7
2022-04-25T13:00,58.2,44,1,25,94,307,170,137,244
2022-04-25T14:00,62.3,32,0,7,93,495,359,136,518.2
2022-04-25T15:00,66.1,26,0,1,84,658,526,132,681
2022-04-25T16:00,70.1,13,0,0,43,788,656,132,777.4
2022-04-25T17:00,73.2,21,0,3,64,818,661,157,791.8
2022-04-25T18:00,75,31,0,16,70,777,627,150,741.7
2022-04-25T19:00,75.5,40,2,26,76,746,622,124,744.5
2022-04-25T20:00,75.1,39,3,29,63,564,443,121,692
2022-04-25T21:00,73.1,38,1,27,68,357,250,107,506.7
2022-04-25T22:00,70.9,35,0,24,67,253,176,77,398.2
2022-04-25T23:00,68,51,1,38,92,171,111,60,418.7
2022-04-26T00:00,64.5,79,14,63,94,32,16,16,241.8
2022-04-26T01:00,61.8,100,48,83,86,0,0,0,0
2022-04-26T02:00,59.8,100,50,85,88,0,0,0,0
2022-04-26T03:00,58.3,100,32,87,81,0,0,0,0
2022-04-26T04:00,57.2,100,49,93,72,0,0,0,0
2022-04-26T05:00,56.3,100,93,100,44,0,0,0,0
2022-04-26T06:00,55.4,100,99,100,12,0,0,0,0
2022-04-26T07:00,54.2,100,100,100,66,0,0,0,0
2022-04-26T08:00,54.3,100,100,98,71,0,0,0,0
2022-04-26T09:00,54.3,100,100,72,39,0,0,0,0
2022-04-26T10:00,54.3,100,100,68,11,0,0,0,0
2022-04-26T11:00,54.5,100,100,94,45,8,2,6,0
2022-04-26T12:00,55.4,100,100,84,29,39,8,31,32.3
2022-04-26T13:00,54.2,100,100,81,20,100,15,85,31.2
2022-04-26T14:00,54.9,100,100,95,59,176,66,110,76.1
2022-04-26T15:00,54.7,100,100,92,87,208,40,168,90.2
2022-04-26T16:00,54.7,100,100,100,98,141,0,141,25.9
2022-04-26T17:00,55,100,100,100,100,142,0,142,0
2022-04-26T18:00,56,100,100,100,100,214,1,213,0.6
2022-04-26T19:00,54.7,100,100,100,100,145,0,145,0.6
2022-04-26T20:00,54.5,100,100,100,100,147,0,147,0
2022-04-26T21:00,53.7,100,100,100,100,128,3,125,1.9
2022-04-26T22:00,52.6,100,100,71,100,115,7,108,10.4
2022-04-26T23:00,51.2,100,97,44,100,67,5,62,18
2022-04-27T00:00,49.5,100,94,49,100,18,1,17,11.6
2022-04-27T01:00,49,100,80,72,88,0,0,0,0
2022-04-27T02:00,48,96,61,67,4,0,0,0,0
2022-04-27T03:00,46.9,95,63,64,0,0,0,0,0
2022-04-27T04:00,45.9,81,55,52,0,0,0,0,0
2022-04-27T05:00,44.7,100,77,67,0,0,0,0,0
2022-04-27T06:00,43.6,100,98,97,0,0,0,0,0
2022-04-27T07:00,43,100,96,98,0,0,0,0,0
2022-04-27T08:00,42.1,100,95,73,0,0,0,0,0
2022-04-27T09:00,40.5,100,82,53,0,0,0,0,0
2022-04-27T10:00,38.7,59,30,53,0,0,0,0,0
2022-04-27T11:00,37.2,87,57,60,0,17,4,13,0
2022-04-27T12:00,37.2,100,73,67,0,91,9,82,41.6
2022-04-27T13:00,37.9,100,82,94,0,258,92,166,112.1
2022-04-27T14:00,40,100,80,93,0,491,299,192,364.5
2022-04-27T15:00,41.7,95,56,74,0,636,416,220,551.5
2022-04-27T16:00,42.7,60,37,44,0,739,517,222,608.5
2022-04-27T17:00,43.7,54,26,51,0,756,508,248,612.8
2022-04-27T18:00,44.7,100,83,82,0,753,475,278,554.5
2022-04-27T19:00,45,100,70,80,0,795,619,176,662.8
2022-04-27T20:00,43.4,100,82,79,0,511,206,305,523.9
2022-04-27T21:00,42.5,100,79,77,0,435,208,227,295.5
2022-04-27T22:00,41.5,100,97,90,0,274,107,167,294.6
2022-04-27T23:00,40,100,76,74,0,128,63,65,233.8
2022-04-28T00:00,38.8,72,37,64,0,41,17,24,161.1
2022-04-28T01:00,37.8,76,40,67,0,0,0,0,0
2022-04-28T02:00,36.6,100,56,67,38,0,0,0,0
2022-04-28T03:00,35.6,89,61,49,14,0,0,0,0
2022-04-28T04:00,35.1,100,61,76,32,0,0,0,0
2022-04-28T05:00,34.7,100,49,76,64,0,0,0,0
2022-04-28T06:00,34.5,100,61,77,50,0,0,0,0
2022-04-28T07:00,34.4,91,56,66,2,0,0,0,0
2022-04-28T08:00,34.3,30,21,18,0,0,0,0,0
2022-04-28T09:00,34,7,6,2,0,0,0,0,0
2022-04-28T10:00,33.6,5,6,0,0,0,0,0,0
2022-04-28T11:00,33.7,2,2,0,0,40,23,17,0
2022-04-28T12:00,35,0,0,0,0,206,152,54,469.1
2022-04-28T13:00,36.9,11,12,0,0,402,314,88,679
2022-04-28T14:00,38.9,10,11,0,0,589,480,109,772.5
2022-04-28T15:00,41.3,5,5,0,0,764,651,113,857.4
2022-04-28T16:00,43.3,0,0,0,0,865,732,133,894.4
2022-04-28T17:00,45.4,0,0,0,0,964,862,102,939.2
2022-04-28T18:00,46.8,0,0,0,0,970,867,103,994.4
2022-04-28T19:00,47.4,0,0,0,0,915,815,100,988.1
2022-04-28T20:00,47.2,0,0,0,0,804,710,94,973.4
2022-04-28T21:00,46.7,0,0,0,0,645,559,86,941.8
2022-04-28T22:00,45.8,0,0,0,0,452,377,75,882.2
2022-04-28T23:00,44.3,0,0,0,0,246,189,57,774.1
2022-04-29T00:00,42,0,0,0,0,63,41,22,448.6
2022-04-29T01:00,40.1,0,0,0,0,0,0,0,0
2022-04-29T02:00,38.9,0,0,0,0,0,0,0,0
2022-04-29T03:00,37.9,0,0,0,0,0,0,0,0
2022-04-29T04:00,37.1,0,0,0,0,0,0,0,0
2022-04-29T05:00,36.2,0,0,0,0,0,0,0,0
2022-04-29T06:00,35.5,0,0,0,0,0,0,0,0
2022-04-29T07:00,35.5,0,0,0,0,0,0,0,0
2022-04-29T08:00,34.9,0,0,0,0,0,0,0,0
2022-04-29T09:00,34.4,0,0,0,0,0,0,0,0
2022-04-29T10:00,34.1,0,0,0,0,0,0,0,0
2022-04-29T11:00,34.8,0,0,0,0,44,27,17,0
2022-04-29T12:00,37.6,0,0,0,0,216,162,54,506.5
2022-04-29T13:00,40.6,0,0,0,0,420,347,73,727.5
2022-04-29T14:00,43.2,0,0,0,0,615,531,84,851.2
2022-04-29T15:00,45.6,0,0,0,0,779,686,93,919.5
2022-04-29T16:00,47.7,0,0,0,1,898,799,99,957.4
2022-04-29T17:00,49.5,0,0,0,0,963,858,105,976.6
2022-04-29T18:00,50.9,0,0,0,0,968,865,103,984.3
2022-04-29T19:00,52.3,0,0,0,0,914,815,99,984.3
2022-04-29T20:00,52.2,0,0,0,0,801,707,94,968.4
2022-04-29T21:00,51.5,0,0,0,0,642,556,86,933.4
2022-04-29T22:00,50.3,0,0,0,0,450,376,74,874.2
2022-04-29T23:00,48.5,0,0,0,0,246,189,57,766.9
2022-04-30T00:00,45.6,0,0,0,0,64,41,23,449.8
2022-04-30T01:00,43.7,0,0,0,0,0,0,0,0
2022-04-30T02:00,42.3,0,0,0,0,0,0,0,0
2022-04-30T03:00,41.4,0,0,0,0,0,0,0,0
2022-04-30T04:00,40.5,0,0,0,0,0,0,0,0
2022-04-30T05:00,39.8,0,0,0,0,0,0,0,0
2022-04-30T06:00,38.9,0,0,0,0,0,0,0,0
2022-04-30T07:00,37.7,0,0,0,0,0,0,0,0
2022-04-30T08:00,36.3,0,0,0,0,0,0,0,0
2022-04-30T09:00,35.2,0,0,0,0,0,0,0,0
2022-04-30T10:00,35.2,0,0,0,0,0,0,0,0
2022-04-30T11:00,36,0,0,0,0,47,29,18,0
2022-04-30T12:00,42.2,0,0,0,0,220,166,54,518.4
2022-04-30T13:00,46.6,0,0,0,0,424,351,73,731.4
2022-04-30T14:00,50.1,0,0,0,0,618,533,85,851.5
2022-04-30T15:00,52.3,0,0,0,0,781,687,94,917
2022-04-30T16:00,54.1,0,0,0,0,900,800,100,954.8
2022-04-30T17:00,55.8,1,0,0,4,964,863,101,976.9
2022-04-30T18:00,57,1,0,0,4,970,868,102,986.3
2022-04-30T19:00,57.7,4,0,0,14,916,817,99,984.1
2022-04-30T20:00,57.6,14,0,0,48,805,712,93,970.3
2022-04-30T21:00,56.5,21,0,0,69,646,556,90,934.1
2022-04-30T22:00,54.8,27,0,0,89,453,371,82,869.5
2022-04-30T23:00,52,29,0,0,96,232,150,82,688.2
2022-05-01T00:00,48.6,30,0,0,100,57,23,34,320.8
2022-05-01T01:00,45.8,30,0,0,100,0,0,0,0
2022-05-01T02:00,43.6,30,0,0,100,0,0,0,0
2022-05-01T03:00,41.6,28,0,0,92,0,0,0,0
2022-05-01T04:00,41.3,27,0,0,90,0,0,0,0
2022-05-01T05:00,40.5,27,0,0,91,0,0,0,0
2022-05-01T06:00,39.1,24,0,0,79,0,0,0,0
2022-05-01T07:00,37.3,20,0,0,66,0,0,0,0
2022-05-01T08:00,36.5,20,0,0,65,0,0,0,0
2022-05-01T09:00,36.2,13,0,0,42,0,0,0,0
2022-05-01T10:00,36,29,0,0,96,0,0,0,0
2022-05-01T11:00,37.3,17,0,0,58,48,28,20,0
2022-05-01T12:00,43.3,27,0,0,91,218,155,63,479.6
2022-05-01T13:00,50.4,28,0,0,92,412,315,97,665.9
2022-05-01T14:00,55.5,28,0,0,93,578,416,162,707.7
2022-05-01T15:00,59.7,29,0,0,97,734,540,194,714.2
2022-05-01T16:00,63,29,0,0,96,817,570,247,712.9
2022-05-01T17:00,65.6,30,0,0,100,887,624,263,700.1
2022-05-01T18:00,67,30,0,0,100,835,548,287,678.1
2022-05-01T19:00,66.8,38,0,13,100,649,299,350,491.1
2022-05-01T20:00,65.8,56,0,44,100,493,210,283,314.1
2022-05-01T21:00,63.1,82,2,84,100,336,98,238,222.7
2022-05-01T22:00,59.7,92,4,97,100,197,21,176,100.1
2022-05-01T23:00,56.7,84,0,91,99,74,0,74,18.6
2022-05-02T00:00,54.4,85,0,93,98,26,0,26,0
2022-05-02T01:00,52.9,72,0,70,100,0,0,0,0
2022-05-02T02:00,52.1,59,1,47,98,0,0,0,0
2022-05-02T03:00,51.3,41,2,25,81,0,0,0,0
2022-05-02T04:00,50.7,50,16,16,87,0,0,0,0
2022-05-02T05:00,50.4,89,59,18,85,0,0,0,0
2022-05-02T06:00,50.6,100,85,34,87,0,0,0,0
2022-05-02T07:00,51.3,100,92,40,48,0,0,0,0
2022-05-02T08:00,51.4,100,86,49,3,0,0,0,0
2022-05-02T09:00,51.3,97,86,33,0,0,0,0,0
2022-05-02T10:00,50.9,98,90,28,0,0,0,0,0
2022-05-02T11:00,51.2,92,90,18,0,10,1,9,0
2022-05-02T12:00,51.9,100,90,51,0,49,8,41,20.2
2022-05-02T13:00,53.4,100,100,57,0,121,26,95,42.2
2022-05-02T14:00,55.1,100,94,55,0,189,77,112,92.3
2022-05-02T15:00,57.2,83,66,40,0,264,118,146,149.8
2022-05-02T16:00,59.2,100,87,72,0,266,65,201,121.6
2022-05-02T17:00,60.7,79,29,88,0,376,61,315,65.1
2022-05-02T18:00,59.9,100,46,97,2,359,175,184,138.3
2022-05-02T19:00,57.4,100,49,92,32,222,41,181,130.8
2022-05-02T20:00,55.8,100,53,52,73,208,22,186,31.9
2022-05-02T21:00,56.7,100,81,29,82,192,34,158,35.5
2022-05-02T22:00,56.7,100,96,50,49,194,87,107,123.3
2022-05-02T23:00,55.9,100,88,75,2,111,43,68,180.5
2022-05-03T00:00,54.3,100,64,94,0,23,5,18,88.2
2022-05-03T01:00,53.8,87,45,77,0,0,0,0,0
2022-05-03T02:00,53.1,95,85,30,0,0,0,0,0
2022-05-03T03:00,52.4,100,91,81,0,0,0,0,0
2022-05-03T04:00,51.9,100,100,78,0,0,0,0,0
2022-05-03T05:00,51.7,100,98,46,0,0,0,0,0
2022-05-03T06:00,51.7,97,96,18,0,0,0,0,0
2022-05-03T07:00,50,89,93,9,0,0,0,0,0
2022-05-03T08:00,50,93,100,5,0,0,0,0,0
2022-05-03T09:00,50.1,79,84,6,0,0,0,0,0
2022-05-03T10:00,49.5,87,93,0,11,0,0,0,0
2022-05-03T11:00,49.2,100,96,0,58,34,14,20,0
2022-05-03T12:00,53.1,91,73,0,85,169,97,72,267.5
2022-05-03T13:00,55.9,74,49,0,100,283,140,143,333.5
2022-05-03T14:00,60.1,86,51,16,100,531,388,143,473
2022-05-03T15:00,63.3,98,74,2,100,638,447,191,645.3
2022-05-03T16:00,66.1,100,91,0,100,572,307,265,493.2
2022-05-03T17:00,67.8,100,85,24,100,542,187,355,281.3
2022-05-03T18:00,69.1,90,21,68,100,558,187,371,203.5
2022-05-03T19:00,70.6,89,2,96,100,588,203,385,234.9
2022-05-03T20:00,69.4,89,0,99,100,273,19,254,137.3
2022-05-03T21:00,66.4,90,0,100,100,96,0,96,4
2022-05-03T22:00,64.6,86,0,94,100,67,0,67,0
2022-05-03T23:00,63.8,72,0,70,100,52,1,51,0.7
2022-05-04T00:00,63,86,0,95,98,25,2,23,8.2
2022-05-04T01:00,61.6,85,0,91,100,0,0,0,0
2022-05-04T02:00,60.5,57,0,45,100,0,0,0,0
2022-05-04T03:00,60,61,0,51,100,0,0,0,0
2022-05-04T04:00,58.5,85,4,85,100,0,0,0,0
2022-05-04T05:00,56.9,90,2,97,100,0,0,0,0
2022-05-04T06:00,55.7,87,33,46,99,0,0,0,0
2022-05-04T07:00,54.6,100,85,15,99,0,0,0,0
2022-05-04T08:00,53.9,100,90,36,100,0,0,0,0
2022-05-04T09:00,53.2,100,98,54,100,0,0,0,0
2022-05-04T10:00,52.6,100,42,82,100,0,0,0,0
2022-05-04T11:00,52.5,100,100,100,93,11,0,11,0
2022-05-04T12:00,53.1,100,100,100,54,48,3,45,5.5
2022-05-04T13:00,53.6,100,100,100,37,74,3,71,7
2022-05-04T14:00,55.8,100,99,98,26,165,38,127,33.9
2022-05-04T15:00,58.3,100,100,70,28,230,44,186,64.4
2022-05-04T16:00,59.3,100,100,57,39,186,20,166,42
2022-05-04T17:00,60.3,100,100,39,46,173,17,156,20.7
2022-05-04T18:00,58.9,100,100,74,7,93,3,90,11.3
2022-05-04T19:00,57.6,100,100,87,0,103,2,101,2.5
2022-05-04T20:00,54.9,100,100,94,0,55,0,55,1.1
2022-05-04T21:00,53.1,100,100,100,0,42,0,42,0
2022-05-04T22:00,52.1,100,100,98,0,32,0,32,0
2022-05-04T23:00,51.5,100,100,64,0,13,0,13,0
2022-05-05T00:00,51.4,100,95,26,0,8,0,8,0
2022-05-05T01:00,51.9,68,74,3,0,0,0,0,0
2022-05-05T02:00,51.6,41,46,0,0,0,0,0,0
2022-05-05T03:00,50.7,28,30,0,4,0,0,0,0
2022-05-05T04:00,49.7,24,27,0,0,0,0,0,0
2022-05-05T05:00,48.7,13,14,0,0,0,0,0,0
2022-05-05T06:00,47.7,15,12,0,13,0,0,0,0
2022-05-05T07:00,48,19,8,0,40,0,0,0,0
2022-05-05T08:00,46.7,20,2,0,61,0,0,0,0
2022-05-05T09:00,45.3,10,0,0,33,0,0,0,0
2022-05-05T10:00,44.6,31,2,0,96,0,0,0,0
2022-05-05T11:00,44.8,29,0,0,96,55,31,24,0
2022-05-05T12:00,47.5,10,11,0,0,214,143,71,425.7
2022-05-05T13:00,50.5,28,3,0,84,408,308,100,603.1
2022-05-05T14:00,53.8,27,0,0,91,596,476,120,729
2022-05-05T15:00,57.1,20,0,0,66,772,672,100,842
2022-05-05T16:00,59.7,18,0,0,59,881,759,122,910.9
2022-05-05T17:00,61.6,30,0,0,99,925,754,171,882.7
2022-05-05T18:00,62.8,30,0,0,100,861,634,227,775.8
2022-05-05T19:00,63.6,30,0,0,100,860,660,200,747.4
2022-05-05T20:00,63.5,30,0,0,100,705,452,253,700.7
2022-05-05T21:00,62.4,30,0,0,100,518,272,246,515
2022-05-05T22:00,60.9,30,0,0,100,358,146,212,376
2022-05-05T23:00,58.3,30,0,0,100,164,27,137,201.8
2022-05-06T00:00,55.6,31,0,1,100,40,2,38,43.7
2022-05-06T01:00,53.4,31,0,2,100,0,0,0,0
2022-05-06T02:00,51.7,40,0,17,100,0,0,0,0
2022-05-06T03:00,50.4,49,0,31,100,0,0,0,0
2022-05-06T04:00,49.4,70,0,66,100,0,0,0,0
2022-05-06T05:00,48.8,81,0,85,100,0,0,0,0
2022-05-06T06:00,48.6,89,0,99,100,0,0,0,0
2022-05-06T07:00,48.6,90,0,100,100,0,0,0,0
2022-05-06T08:00,48.6,91,1,100,100,0,0,0,0
2022-05-06T09:00,48.6,94,4,100,100,0,0,0,0
2022-05-06T10:00,48.3,90,1,98,100,0,0,0,0
2022-05-06T11:00,48.6,93,3,100,100,16,1,15,0
2022-05-06T12:00,50.3,100,32,96,99,70,13,57,29
2022-05-06T13:00,52,100,53,52,100,119,15,104,40.4
2022-05-06T14:00,55.1,85,18,64,100,248,38,210,46.1
2022-05-06T15:00,57.1,100,45,80,100,331,54,277,66.7
2022-05-06T16:00,58.7,100,44,78,100,404,88,316,89.4
2022-05-06T17:00,59.5,91,12,84,100,426,77,349,97.3
2022-05-06T18:00,59.6,100,25,86,100,411,73,338,84.7
2022-05-06T19:00,60.4,100,54,92,100,383,42,341,67.6
2022-05-06T20:00,59.2,100,76,95,100,214,3,211,24.4
2022-05-06T21:00,58.5,100,96,98,100,199,23,176,19.4
2022-05-06T22:00,56.8,100,79,99,100,80,1,79,21
2022-05-06T23:00,56,100,37,95,100,69,0,69,0.1
2022-05-07T00:00,54.8,74,13,53,100,29,1,28,2
2022-05-07T01:00,53.8,34,4,0,100,0,0,0,0
2022-05-07T02:00,52.7,35,5,0,100,0,0,0,0
2022-05-07T03:00,51.7,35,6,0,100,0,0,0,0
2022-05-07T04:00,50.9,33,3,0,100,0,0,0,0
2022-05-07T05:00,50.4,32,1,1,100,0,0,0,0
2022-05-07T06:00,50.4,30,0,0,100,0,0,0,0
2022-05-07T07:00,50.1,31,0,1,100,0,0,0,0
2022-05-07T08:00,49.6,31,0,1,100,0,0,0,0
2022-05-07T09:00,48.6,32,0,3,100,0,0,0,0
2022-05-07T10:00,47.7,37,0,11,100,0,0,0,0
