time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h)
2021-05-09T14:00,52.1,62,39.3,49.2,1017.1,982.8,0,0,0,1,48,9,17,100,602,471,131,769.1,2.3,3.2
2021-05-09T15:00,54.4,53,37.6,51.4,1016.1,982,0,0,0,3,84,27,50,100,660,417,243,663.6,3.2,4.3
2021-05-09T16:00,55.8,50,37.2,51.4,1015.8,981.8,0,0,0,3,100,63,99,100,605,297,308,454.8,4.8,6.6
2021-05-09T17:00,55.5,50,37.1,51.2,1015,981,0,0,0,3,100,57,100,100,420,89,331,222.2,3.2,5.2
2021-05-09T18:00,54.2,54,37.8,48.3,1014,980,0,0,0,3,100,37,99,100,283,4,279,41.7,7.2,10.6
2021-05-09T19:00,51.7,71,42.6,46.3,1013.6,979.4,0.008,0.008,0,51,100,13,100,100,301,12,289,5.6,8.5,12.9
2021-05-09T20:00,49.3,81,43.7,44.3,1013.1,978.8,0.016,0.016,0,51,100,19,100,100,207,3,204,9.6,8.1,12.6
2021-05-09T21:00,47.4,98,46.8,43.5,1013.5,979.1,0.031,0.031,0,53,100,46,99,100,122,0,122,1.5,7.2,11.8
2021-05-09T22:00,45.5,100,45.4,41.7,1013,978.5,0.047,0.047,0,55,100,52,100,100,59,0,59,0,6.3,11.2
2021-05-09T23:00,44.1,100,44.1,40.2,1012.9,978.3,0.047,0.047,0,55,100,90,100,100,25,0,25,0,5.5,10
2021-05-10T00:00,42.6,99,42.3,38.5,1013,978.3,0.035,0.035,0,53,100,100,100,96,9,0,9,0,5.3,9.6
2021-05-10T01:00,42,100,42,37.9,1013,978.2,0.043,0.043,0,55,100,99,100,98,0,0,0,0,4.9,9.2
2021-05-10T02:00,41.6,100,41.6,37.9,1012.7,977.9,0.047,0.047,0,55,100,100,99,100,0,0,0,0,4,7.2
2021-05-10T03:00,41.6,100,41.6,38.4,1012.3,977.5,0.043,0.043,0,55,100,100,99,100,0,0,0,0,2.8,5.2
2021-05-10T04:00,41.7,100,41.7,39.5,1012,977.2,0.039,0.039,0,55,100,100,96,100,0,0,0,0,0.5,1.7
2021-05-10T05:00,41.8,100,41.8,39,1012.1,977.3,0.028,0.028,0,53,100,100,99,100,0,0,0,0,1.9,2.1
2021-05-10T06:00,41.8,100,41.8,38.2,1012.3,977.5,0.016,0.016,0,51,100,99,98,100,0,0,0,0,3.6,5.7
2021-05-10T07:00,41.2,100,41.2,37.5,1011.9,977.1,0.008,0.008,0,51,100,100,100,78,0,0,0,0,3.5,5.9
2021-05-10T08:00,41,100,41,37.1,1011.7,976.9,0,0,0,3,100,98,96,0,0,0,0,0,4.1,7.3
2021-05-10T09:00,41.4,98,40.9,37.1,1012.7,977.9,0,0,0,3,100,94,91,0,0,0,0,0,4.8,8.7
2021-05-10T10:00,41.7,98,41.3,37.8,1013.8,979,0,0,0,3,100,94,75,0,0,0,0,0,4.3,8.9
2021-05-10T11:00,42.3,98,41.7,38.3,1014.4,979.6,0,0,0,3,87,66,43,5,15,1,14,0,4.6,8.9
2021-05-10T12:00,43.4,96,42.3,39.6,1014.6,979.9,0,0,0,2,63,44,29,20,88,18,70,27.1,4.7,7.7
2021-05-10T13:00,45.8,90,42.9,42.1,1014.4,979.8,0,0,0,1,43,40,5,13,292,121,171,148.2,4.5,6.6
2021-05-10T14:00,48.1,80,42.3,44.1,1014.6,980.2,0,0,0,1,25,21,8,5,497,356,141,422.3,4.8,6.8
2021-05-10T15:00,50.2,72,41.4,45.9,1015,980.7,0,0,0,1,32,17,26,4,568,374,194,540.2,5.6,8
2021-05-10T16:00,53,62,40.5,49.5,1015.2,981.1,0,0,0,1,37,24,26,0,698,505,193,543,6.4,9.2
2021-05-10T17:00,54.4,56,39.2,50.2,1014.7,980.7,0,0,0,2,64,10,92,0,686,467,219,557.9,7.1,10.1
2021-05-10T18:00,56.9,48,37.5,53.3,1014,980.2,0,0,0,2,58,0,97,0,774,540,234,562.4,7.1,10.3
2021-05-10T19:00,58.6,41,34.7,53.6,1014,980.3,0,0,0,2,59,1,97,0,695,366,329,521,7.4,10.8
2021-05-10T20:00,58.6,39,33.6,51.6,1013.9,980.2,0,0,0,2,60,0,100,0,556,272,284,383.4,8.3,12.2
2021-05-10T21:00,58.1,39,33.5,51.1,1014,980.2,0,0,0,2,56,0,93,0,455,244,211,369.6,8.1,12.7
2021-05-10T22:00,56.4,46,35.6,50.1,1015.1,981.2,0,0,0,1,34,0,57,0,296,131,165,325.1,7.2,11.6
2021-05-10T23:00,54.5,51,36.5,49,1015.7,981.7,0,0,0,0,17,1,26,0,202,112,90,317.4,5.8,11.1
2021-05-11T00:00,51.7,55,36.2,46.3,1016.2,982,0,0,0,0,5,0,8,0,73,34,39,310.5,5.5,11.8
2021-05-11T01:00,49.2,59,35.3,43.3,1016.5,982.1,0,0,0,0,2,0,3,0,2,0,2,10.1,6.1,13.5
2021-05-11T02:00,47.5,61,34.5,40.8,1017.4,982.8,0,0,0,0,14,6,9,10,0,0,0,0,7.6,15.7
2021-05-11T03:00,46.1,64,34.5,39.9,1017.6,982.9,0,0,0,0,8,3,2,13,0,0,0,0,6.6,14.1
2021-05-11T04:00,45,69,35.3,39.7,1017.5,982.8,0,0,0,1,26,1,0,82,0,0,0,0,4.7,11
2021-05-11T05:00,44.1,73,35.9,38.9,1017.7,982.9,0,0,0,1,26,0,0,88,0,0,0,0,4.6,10.6
2021-05-11T06:00,43.2,76,36.1,38.1,1017.8,982.9,0,0,0,0,17,0,0,56,0,0,0,0,4.8,10.8
2021-05-11T07:00,43.3,76,36.4,38.1,1017.7,982.8,0,0,0,0,2,0,0,7,0,0,0,0,5,11.4
2021-05-11T08:00,42.6,78,36.1,37.1,1018.1,983.2,0,0,0,0,1,1,0,0,0,0,0,0,5.6,12.1
2021-05-11T09:00,41.9,79,35.9,36.3,1018.2,983.2,0,0,0,0,0,0,0,0,0,0,0,0,5.7,12.4
2021-05-11T10:00,40.8,81,35.3,35.1,1018.5,983.4,0,0,0,0,0,0,0,0,0,0,0,0,5.8,12.8
2021-05-11T11:00,41.7,78,35.4,36,1018.9,983.9,0,0,0,0,0,0,0,0,73,45,28,0,5.7,11.8
2021-05-11T12:00,44.8,65,33.7,38.8,1018.8,984,0,0,0,0,0,0,0,0,250,190,60,519.5,5.8,9.8
2021-05-11T13:00,47.5,52,30.6,40.2,1018.7,984.1,0,0,0,0,0,0,0,0,453,378,75,732,7.6,11.4
2021-05-11T14:00,49.8,47,30.5,42.6,1018.7,984.2,0,0,0,1,27,15,23,0,642,555,87,851.5,9.5,14
2021-05-11T15:00,51.9,43,30,44.3,1018.7,984.4,0.004,0.004,0,51,42,13,51,0,755,631,124,869.7,12.5,18.7
2021-05-11T16:00,52.1,43,30.1,44.2,1018.9,984.6,0.004,0.004,0,51,32,10,38,0,760,516,244,714.5,13.2,19.5
2021-05-11T17:00,52.7,43,30.9,45.6,1018.7,984.4,0.008,0.008,0,51,32,8,42,0,843,621,222,636.6,13.3,19.9
2021-05-11T18:00,53.7,41,30.5,46.6,1018.8,984.6,0,0,0,1,38,8,51,0,833,631,202,692.5,13.1,19.5
2021-05-11T19:00,53.5,43,31.5,47,1018.2,984,0,0,0,1,31,9,38,0,838,692,146,752.6,12.3,18.3
2021-05-11T20:00,53.3,44,31.7,46.6,1018.3,984.1,0.004,0.004,0,51,38,20,33,0,767,610,157,806.1,11.4,17
2021-05-11T21:00,52.8,46,32.4,44.9,1017.8,983.6,0,0,0,1,47,36,25,0,610,490,120,783.6,11,16.5
2021-05-11T22:00,51.3,51,33.7,43.7,1018.7,984.3,0.004,0.004,0,51,62,0,78,51,428,315,113,713.7,9.5,15.3
2021-05-11T23:00,49.5,57,34.8,42.4,1019.1,984.6,0.008,0.008,0,51,56,0,78,30,240,154,86,580.1,8.8,15
2021-05-12T00:00,47.4,63,35.5,40,1020.2,985.5,0,0,0,0,14,7,13,0,72,37,35,378.5,9.7,16.8
2021-05-12T01:00,45.3,69,35.6,38.4,1020.8,986,0,0,0,0,9,6,6,0,2,0,2,12.5,8.7,16.1
2021-05-12T02:00,44,75,36.5,37.5,1021.4,986.5,0,0,0,0,2,2,0,0,0,0,0,0,8,15
2021-05-12T03:00,43,78,36.7,36.4,1021.6,986.6,0,0,0,0,2,1,1,0,0,0,0,0,8.2,15.6
2021-05-12T04:00,42.9,77,36.3,36.2,1021.9,986.9,0,0,0,1,23,11,20,3,0,0,0,0,8.5,15.8
2021-05-12T05:00,42.9,77,36.1,36,1022.6,987.5,0,0,0,1,47,11,57,10,0,0,0,0,9,16.3
2021-05-12T06:00,42.4,79,36.3,35.5,1022.4,987.3,0.012,0.012,0,51,54,16,57,19,0,0,0,0,9.1,16.3
2021-05-12T07:00,41.3,79,35.1,34.2,1022.1,987,0,0,0,1,29,13,28,0,0,0,0,0,8.8,16.2
2021-05-12T08:00,41,81,35.5,34,1022,986.8,0,0,0,0,12,11,4,0,0,0,0,0,8.9,16.8
2021-05-12T09:00,40.5,84,35.9,33.6,1022.5,987.3,0,0,0,0,5,6,0,0,0,0,0,0,8.6,16.6
2021-05-12T10:00,40.1,86,36.2,33.9,1023.2,987.9,0,0,0,0,2,2,0,0,1,0,1,0,7.2,14.6
2021-05-12T11:00,41.2,86,37.4,35.1,1023.8,988.6,0,0,0,0,4,4,0,0,69,41,28,0,7.4,14.1
2021-05-12T12:00,44.5,79,38.5,38.8,1024.2,989.2,0,0,0,0,0,0,0,0,245,184,61,484.2,7.1,11.7
2021-05-12T13:00,47.9,71,38.8,42.2,1024.9,990.1,0,0,0,0,4,0,6,0,441,357,84,696.8,7.4,11.2
2021-05-12T14:00,50.7,65,39.6,45.8,1025,990.4,0,0,0,0,1,0,2,0,612,506,106,781.9,7.3,10.5
2021-05-12T15:00,53.8,58,39.3,50.4,1024.8,990.4,0,0,0,0,1,1,0,0,770,648,122,828.9,7.3,10.3
2021-05-12T16:00,56,49,37.2,53,1024.6,990.4,0,0,0,0,2,0,3,0,860,708,152,846.2,7.7,10.8
2021-05-12T17:00,57.5,43,35.1,53.4,1024.2,990.1,0,0,0,0,15,0,25,0,844,662,182,777.4,8.6,12.4
2021-05-12T18:00,58.5,40,34.2,54.3,1024,989.9,0,0,0,0,12,1,19,0,894,735,159,765.7,9.6,14
2021-05-12T19:00,59.9,40,35.8,55.8,1023.7,989.7,0,0,0,0,5,1,7,0,876,741,135,841.2,9.6,13.8
2021-05-12T20:00,60.1,39,35.3,54.8,1023.6,989.7,0,0,0,0,1,1,0,0,768,636,132,843.5,9.6,14
2021-05-12T21:00,59.4,40,34.9,53,1023.4,989.4,0,0,0,0,0,0,0,0,656,568,88,856.2,9.8,14.9
2021-05-12T22:00,58.5,42,35.6,52.2,1023.3,989.3,0,0,0,0,1,0,1,0,468,384,84,844,7.3,12.1
2021-05-12T23:00,56.5,50,38.3,51.1,1023.1,988.9,0,0,0,0,5,0,8,0,274,212,62,741.6,6.2,12
2021-05-13T00:00,53.3,58,38.7,48.2,1023.5,989.1,0,0,0,0,3,0,5,0,93,60,33,550.6,5.8,12.8
2021-05-13T01:00,51.2,59,37.1,45.3,1023.9,989.4,0,0,0,0,4,0,7,0,2,1,1,23.4,6.8,14.6
2021-05-13T02:00,49.5,59,35.7,43.2,1024.4,989.7,0,0,0,0,14,0,23,0,0,0,0,0,7.2,15.6
2021-05-13T03:00,47.9,62,35.4,41.7,1024.6,989.8,0,0,0,0,10,0,16,0,0,0,0,0,6.9,15.5
2021-05-13T04:00,46.7,65,35.7,40.8,1024.9,990,0,0,0,0,8,0,13,0,0,0,0,0,6.3,14.7
2021-05-13T05:00,45.7,69,36.1,39.9,1025.2,990.2,0,0,0,0,11,0,19,0,0,0,0,0,6.2,14.2
2021-05-13T06:00,45,72,36.4,39.3,1025.2,990.2,0,0,0,0,8,0,14,0,0,0,0,0,6,13.8
2021-05-13T07:00,45.3,69,35.9,39.8,1025.1,990.1,0,0,0,0,1,0,1,0,0,0,0,0,5.4,12.8
2021-05-13T08:00,44.7,72,36.2,39.4,1025.1,990.1,0,0,0,0,0,0,0,0,0,0,0,0,5.2,11.8
2021-05-13T09:00,44.1,74,36.4,38.8,1025.2,990.1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,11
2021-05-13T10:00,42.6,80,36.8,37.2,1025.5,990.3,0,0,0,0,0,0,0,0,1,0,1,0,5.6,11.1
2021-05-13T11:00,43.5,81,38.2,38.9,1025.6,990.5,0,0,0,0,0,0,0,0,75,47,28,0,4.5,10.4
2021-05-13T12:00,49.5,68,39.2,45.2,1026.1,991.4,0,0,0,0,0,0,0,0,249,188,61,509.5,4.1,8.4
2021-05-13T13:00,53.1,58,38.8,48.6,1026.1,991.6,0,0,0,0,0,0,0,0,444,366,78,705.5,4.5,6.5
2021-05-13T14:00,56.5,54,39.9,52.9,1025.9,991.6,0,0,0,0,0,0,0,0,628,538,90,813.3,4.7,6.6
2021-05-13T15:00,59.6,49,40.4,57.8,1025.7,991.7,0,0,0,0,0,0,0,0,783,686,97,879.5,4.8,6.7
2021-05-13T16:00,61.5,43,38.9,59.9,1025.2,991.3,0,0,0,0,5,0,9,0,860,717,143,876,5.4,7.6
2021-05-13T17:00,62,40,37.3,58.6,1024.8,990.9,0,0,0,1,23,0,39,0,801,642,159,768.3,7,10
2021-05-13T18:00,63.3,38,36.9,60.7,1024.4,990.6,0,0,0,0,11,0,18,0,885,724,161,744.6,7.1,10.3
2021-05-13T19:00,64.6,34,35.9,61.6,1023.9,990.2,0,0,0,0,1,0,2,0,884,751,133,838.1,7.4,10.8
2021-05-13T20:00,64.5,35,36.3,60.8,1023.4,989.7,0,0,0,0,0,0,0,0,791,672,119,874,7.1,10.4
2021-05-13T21:00,63.9,36,36.5,59,1023.1,989.4,0,0,0,0,0,0,0,0,648,557,91,868.6,6.9,10.2
2021-05-13T22:00,62.7,41,38.7,57.8,1023,989.2,0,0,0,0,0,0,0,0,474,399,75,845,5.2,9.2
2021-05-13T23:00,60.2,52,42.7,56.6,1022.7,988.8,0,0,0,0,0,0,0,0,277,217,60,762.8,4.2,9.7
2021-05-14T00:00,57.2,59,43.2,53.7,1022.9,988.8,0,0,0,0,0,0,0,0,95,61,34,559.5,4.1,10.8
2021-05-14T01:00,54.9,62,42.1,50.9,1023.2,988.9,0,0,0,0,0,0,0,0,3,1,2,26.5,4.8,11.1
2021-05-14T02:00,52.2,70,42.9,48.3,1024,989.5,0,0,0,0,0,0,0,0,0,0,0,0,5.1,10.7
2021-05-14T03:00,51,70,41.5,47,1024.2,989.6,0,0,0,0,0,0,0,0,0,0,0,0,4.6,10.2
2021-05-14T04:00,49.5,72,40.6,45.2,1024.3,989.6,0,0,0,0,0,0,0,0,0,0,0,0,4.7,10.3
2021-05-14T05:00,48.1,73,39.7,43.7,1024.5,989.7,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10.8
2021-05-14T06:00,46.6,75,39.1,42,1024.6,989.7,0,0,0,0,0,0,0,0,0,0,0,0,4.7,11.2
2021-05-14T07:00,47.1,70,37.8,42.2,1024.6,989.8,0,0,0,0,0,0,0,0,0,0,0,0,4.9,11.2
2021-05-14T08:00,46.8,69,37.1,41.8,1024.6,989.7,0,0,0,0,0,0,0,0,0,0,0,0,4.6,10.6
2021-05-14T09:00,46.1,70,36.8,41.4,1024.6,989.7,0,0,0,0,0,0,0,0,0,0,0,0,4.1,9.8
2021-05-14T10:00,45.2,72,36.6,40.6,1024.9,989.9,0,0,0,0,0,0,0,0,1,0,1,0,3.6,8.4
2021-05-14T11:00,46,76,38.8,42,1025.2,990.3,0,0,0,0,0,0,0,0,78,49,29,0,3.3,8.2
2021-05-14T12:00,52.9,72,44.1,50.1,1025.8,991.3,0,0,0,0,0,0,0,0,252,193,59,518.4,3,7.5
2021-05-14T13:00,58.1,55,41.8,54.6,1026,991.8,0,0,0,0,0,0,0,0,447,371,76,714.6,3.4,5.4
2021-05-14T14:00,61.3,48,41.6,58.4,1025.7,991.8,0,0,0,0,1,0,2,0,630,542,88,818.3,4.2,6
2021-05-14T15:00,64.3,43,41.6,62.9,1025.6,991.9,0,0,0,0,1,0,2,0,786,690,96,880.5,4.6,6.5
2021-05-14T16:00,66.2,39,40.5,65.1,1025.2,991.6,0,0,0,0,0,0,0,0,873,759,114,896.9,5.4,7.7
2021-05-14T17:00,67.1,37,39.7,66,1024.5,991,0,0,0,0,4,0,6,0,919,766,153,870.2,5.9,8.6
2021-05-14T18:00,67.2,37,39.7,65.3,1024.1,990.6,0,0,0,0,11,0,19,0,826,641,185,770.5,5.5,7.8
2021-05-14T19:00,68.2,35,39.4,66.6,1023.6,990.2,0,0,0,0,9,0,15,0,849,691,158,748,5.2,7.4
2021-05-14T20:00,68.3,35,39.7,65.7,1023,989.6,0,0,0,0,17,0,28,0,737,585,152,780.2,4.9,7.1
2021-05-14T21:00,67.9,36,40,64.3,1022.6,989.2,0,0,0,1,25,0,41,0,626,519,107,779.9,4.8,7.4
2021-05-14T22:00,66.6,45,44.6,63.4,1022.3,988.8,0,0,0,0,15,0,25,0,444,353,91,773.3,4.1,7.7
2021-05-14T23:00,64,58,48.9,62,1022.3,988.6,0,0,0,0,9,0,15,0,223,148,75,595,4.2,9.6
2021-05-15T00:00,61.3,63,48.5,59.3,1022.6,988.8,0,0,0,0,5,0,8,0,91,54,37,415.6,3.9,8.9
2021-05-15T01:00,58.3,67,47.3,56.1,1022.9,988.9,0,0,0,0,0,0,0,0,3,1,2,26.8,3.5,6.3
2021-05-15T02:00,54.7,78,48,53.3,1023.3,989,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.4
2021-05-15T03:00,52.3,81,46.6,50.5,1023.1,988.7,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.9
2021-05-15T04:00,50,85,45.6,47.7,1023.3,988.7,0,0,0,0,4,0,0,12,0,0,0,0,2.6,4.6
2021-05-15T05:00,48.6,86,44.4,46,1023.7,989,0,0,0,0,12,0,0,41,0,0,0,0,2.6,6.3
2021-05-15T06:00,47.6,86,43.6,44.7,1023.8,989,0,0,0,0,14,0,0,48,0,0,0,0,3,7.2
2021-05-15T07:00,52.1,69,42.2,48.8,1024,989.5,0,0,0,0,9,0,0,31,0,0,0,0,3.2,7.5
2021-05-15T08:00,51.3,70,41.7,47.9,1024,989.5,0,0,0,0,8,0,0,25,0,0,0,0,3.3,7.1
2021-05-15T09:00,47.8,77,41.1,44.1,1024,989.2,0,0,0,0,6,0,0,21,0,0,0,0,3.6,7.2
2021-05-15T10:00,44.9,84,40.3,40.8,1024.4,989.4,0,0,0,0,10,0,0,33,1,0,1,0,4.1,7
2021-05-15T11:00,46.1,86,42.3,42.2,1024.6,989.7,0,0,0,0,8,0,0,28,80,51,29,193.9,4.7,7.8
2021-05-15T12:00,54.5,75,46.8,52.2,1024.8,990.4,0,0,0,0,5,0,0,15,254,191,63,532.9,3.5,7.2
2021-05-15T13:00,61,60,47.1,59.3,1024.7,990.8,0,0,0,0,1,0,0,3,451,374,77,709.1,2.1,4.2
2021-05-15T14:00,64.8,44,42.4,62.9,1024.8,991.1,0,0,0,0,0,0,0,0,633,543,90,819.6,2.2,3.3
2021-05-15T15:00,67.2,39,41.1,66.6,1024.8,991.3,0,0,0,0,3,0,0,9,788,691,97,883.1,2.7,3.9
2021-05-15T16:00,68.3,35,39.7,67,1024.8,991.3,0,0,0,1,31,0,35,34,811,684,127,851.7,4,5.6
2021-05-15T17:00,69.2,33,38.5,67.9,1024.3,990.9,0,0,0,1,35,0,30,55,885,711,174,787.8,5.1,7.4
2021-05-15T18:00,69.7,32,38.8,68.1,1023.9,990.5,0,0,0,1,34,0,32,49,851,649,202,748.9,5.2,7.4
2021-05-15T19:00,70.2,30,37,67.8,1023.5,990.2,0,0,0,1,41,0,51,33,817,595,222,694.6,5.4,7.8
2021-05-15T20:00,69.9,30,37.2,66.9,1022.8,989.5,0,0,0,1,28,0,37,19,751,589,162,721.5,5.2,7.6
2021-05-15T21:00,69.4,32,37.9,65.2,1022.6,989.3,0,0,0,1,40,0,59,14,620,494,126,765,5.2,8
2021-05-15T22:00,68.1,42,43.9,64.3,1022.2,988.8,0,0,0,2,57,0,73,43,442,348,94,745.8,5.4,10.3
2021-05-15T23:00,65.6,54,48.4,63,1022.3,988.7,0,0,0,0,17,0,14,27,230,132,98,561.9,5,11.4
2021-05-16T00:00,62.5,70,52.7,61.6,1022.2,988.5,0,0,0,0,5,0,0,17,90,50,40,371.7,4,8.1
2021-05-16T01:00,62,56,46,60.4,1022.8,989,0,0,0,0,20,0,16,34,3,1,2,27.3,1.3,4.7
2021-05-16T02:00,60.2,58,45.5,58.5,1023.2,989.3,0,0,0,0,17,0,21,15,0,0,0,0,1.3,2.7
2021-05-16T03:00,58.2,62,45.4,56.2,1022.9,988.9,0,0,0,0,3,0,5,0,0,0,0,0,1.8,0.7
2021-05-16T04:00,54.2,73,45.7,52.1,1023.1,988.8,0,0,0,0,4,0,6,0,0,0,0,0,2.5,2
2021-05-16T05:00,52.1,78,45.3,49.6,1023.5,989,0,0,0,0,7,0,12,0,0,0,0,0,2.9,3.8
2021-05-16T06:00,50.8,80,44.9,48.1,1023.6,989,0,0,0,0,8,0,13,0,0,0,0,0,3.2,4.4
2021-05-16T07:00,49.4,81,43.7,46.4,1023.3,988.7,0,0,0,0,2,0,3,0,0,0,0,0,3.4,4.2
2021-05-16T08:00,47.6,84,42.9,44.4,1023.4,988.6,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.4
2021-05-16T09:00,46.2,86,42.2,42.9,1023.4,988.5,0,0,0,0,3,0,0,11,0,0,0,0,3.2,3.6
2021-05-16T10:00,45.2,88,41.8,41.3,1023.6,988.7,0,0,0,0,8,0,4,20,1,0,1,0,4.5,5.8
2021-05-16T11:00,46.9,90,44.1,43.2,1024,989.2,0,0,0,0,14,0,0,47,80,44,36,160.6,5.4,7.4
2021-05-16T12:00,55.5,79,49.1,53.6,1024.4,990.1,0,0,0,1,27,0,14,63,254,189,65,492.9,4,8.2
2021-05-16T13:00,61.9,66,50.4,61,1024.7,990.8,0,0,0,1,26,0,16,55,448,361,87,689.8,2.5,5.7
2021-05-16T14:00,66.4,52,48.2,66.4,1024.9,991.3,0,0,0,1,24,0,8,64,633,539,94,797.8,1.3,2.9
2021-05-16T15:00,69.1,41,44.1,70.5,1024.5,991.1,0,0,0,1,24,0,2,75,794,706,88,882.6,0.2,1.1
2021-05-16T16:00,70.7,37,42.8,73.3,1024.2,990.9,0,0,0,0,10,0,4,24,910,817,93,941.8,0.2,1.4
2021-05-16T17:00,70.8,37,42.9,72.5,1023.4,990.1,0,0,0,1,22,0,19,36,868,744,124,886.4,0.9,1.5
2021-05-16T18:00,70.7,37,43.3,72.4,1022.9,989.6,0,0,0,1,31,0,34,35,903,726,177,805,1.8,1.6
2021-05-16T19:00,72.3,34,42.6,73.1,1022.5,989.4,0,0,0,1,30,0,14,73,812,619,193,757.3,1.4,1.6
2021-05-16T20:00,67.8,48,47.7,67.2,1022.7,989.3,0.016,0.016,0,51,45,0,32,87,693,510,183,689.8,3.8,5.8
2021-05-16T21:00,64.9,59,50.1,62.9,1023.5,989.9,0,0,0,2,79,0,83,96,497,303,194,564.8,5,10
2021-05-16T22:00,63.6,66,51.9,63.3,1023,989.3,0,0,0,2,77,0,83,89,304,168,136,392.2,2.1,6.5
2021-05-16T23:00,62.5,77,55.3,63.1,1023,989.2,0,0,0,2,57,0,53,85,224,132,92,375.1,2.6,1.3
2021-05-17T00:00,60.8,82,55.4,61.3,1022.8,988.9,0,0,0,1,30,0,16,67,83,37,46,339.7,2.8,4.6
2021-05-17T01:00,58.5,86,54.4,58,1023.3,989.3,0,0,0,1,40,1,46,37,4,1,3,21.9,4.4,8.6
2021-05-17T02:00,56.2,89,53,55.1,1023.8,989.6,0,0,0,0,10,0,16,0,0,0,0,0,4.9,10.6
2021-05-17T03:00,54.6,90,51.6,52.7,1024.1,989.8,0,0,0,0,5,0,8,0,0,0,0,0,5.8,11.7
2021-05-17T04:00,53.1,90,50.2,50.7,1024,989.6,0,0,0,0,0,0,0,0,0,0,0,0,6,12.4
2021-05-17T05:00,52.1,89,49,49.3,1024.7,990.2,0,0,0,0,0,0,0,0,0,0,0,0,6,12.5
2021-05-17T06:00,51.3,89,48.1,48.4,1024.8,990.2,0,0,0,0,7,0,11,0,0,0,0,0,5.5,12.3
2021-05-17T07:00,51.4,88,48,48.7,1024.9,990.3,0,0,0,0,1,0,2,0,0,0,0,0,5.2,11.4
2021-05-17T08:00,50.4,89,47.4,47.7,1024.9,990.3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.5
2021-05-17T09:00,49.1,91,46.6,46.3,1025,990.3,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9.6
2021-05-17T10:00,47.7,92,45.5,44.7,1024.8,990,0,0,0,0,0,0,0,0,2,0,2,0,4.3,8
2021-05-17T11:00,49.2,93,47.4,46.7,1025.7,991,0,0,0,0,0,0,0,0,82,51,31,186.7,4.3,7.3
2021-05-17T12:00,56.3,87,52.3,55.9,1025.8,991.5,0,0,0,0,0,0,0,0,254,193,61,523.1,2.7,6
2021-05-17T13:00,61.4,74,53.1,61.5,1026.1,992.2,0,0,0,0,0,0,0,0,446,368,78,699,2,3.2
2021-05-17T14:00,65.6,58,50.6,65.9,1026,992.3,0,0,0,0,0,0,0,0,627,537,90,802.6,1.8,2.5
2021-05-17T15:00,68.4,47,47.7,69.5,1025.7,992.2,0,0,0,0,0,0,0,0,777,678,99,863.2,2.2,2.9
2021-05-17T16:00,70.1,43,46.3,70.7,1025.4,992,0,0,0,0,13,0,22,0,824,723,101,865.9,3.6,4.9
2021-05-17T17:00,71,41,46.2,70.8,1025.2,991.9,0,0,0,0,11,0,19,0,818,658,160,779.5,5,7
2021-05-17T18:00,71.6,41,46.8,71.6,1024.6,991.3,0,0,0,0,10,0,17,0,814,651,163,714.9,4.8,7.1
2021-05-17T19:00,72,40,46,71.1,1024.3,991.1,0,0,0,0,5,0,8,0,731,570,161,681.3,4.3,6.2
2021-05-17T20:00,72.1,40,46.6,71.3,1023.8,990.6,0,0,0,0,4,0,6,0,720,573,147,693.9,4.3,6.6
2021-05-17T21:00,71.1,43,47.6,68.5,1023.6,990.3,0,0,0,0,15,0,25,0,561,459,102,727.9,4.9,7.8
2021-05-17T22:00,69.8,53,51.9,69.3,1023.1,989.8,0,0,0,0,17,0,29,0,396,282,114,637.1,2.6,3.8
2021-05-17T23:00,68.3,66,56.3,70,1022.9,989.5,0,0,0,0,0,0,0,0,238,162,76,533.5,0.7,2.5
2021-05-18T00:00,65.9,69,55.4,66.7,1023.4,989.8,0,0,0,0,2,0,3,0,92,54,38,437.7,2.3,2.1
2021-05-18T01:00,62.5,72,53.5,62.6,1023.8,990,0,0,0,0,5,0,8,0,4,1,3,34.5,2.4,3.6
2021-05-18T02:00,60,76,52.2,59.7,1024.6,990.6,0,0,0,0,13,0,21,0,0,0,0,0,2.4,4.8
2021-05-18T03:00,58.1,78,51.3,57,1024.9,990.8,0,0,0,1,32,0,52,1,0,0,0,0,3.4,4.5
2021-05-18T04:00,56.3,81,50.5,55.2,1025.3,991.1,0,0,0,1,41,0,37,61,0,0,0,0,3.1,3.7
2021-05-18T05:00,55,84,50.2,53.2,1025.2,990.9,0,0,0,1,49,0,34,95,0,0,0,0,4.5,6
